1024	234491.19
2048	210179.56
4096	313046.62
8192	670133.77
16384	1423957.54
32768	3082756.23
65536	6545829.21
131072	1.395845792E7
262144	3.070158166E7
524288	6.57502492E7
1048576	1.4370487534E8
