1024	187415.0
2048	175539.14
4096	150774.99
8192	335581.28
16384	758591.27
32768	1638032.12
65536	3590092.09
131072	7789692.92
262144	4.130149122E7
524288	9.711451709E7
1048576	2.3548425376E8
