1024,425.4
2048,338.31
4096,510.44
8192,1014.57
16384,1860.82
32768,3210.85
65536,6218.29
131072,12505.41
262144,37920.83
524288,54769.56
1048576,110920.36
2097152,321904.96
4194304,661922.1
