1024	137467.96
2048	100160.84
4096	271630.84
8192	426192.53
16384	884474.13
32768	1809595.87
65536	3882307.13
131072	8425536.29
262144	2.006448828E7
524288	4.514244418E7
1048576	1.0041083494E8
